36.518867,-77
38.050220,-77
38.055515,-77
38.057311,-77
38.059067,-77
38.062951,-78
38.062951,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063243,-78
38.063244,-78
38.063317,-78
38.063566,-78
38.063566,-78
38.064559,-78
38.064559,-78
38.064559,-78
38.065774,-78
38.067348,-78
38.067423,-77
38.068518,-93
38.068575,-77
38.068591,-78
38.068662,-93
38.068969,-78
38.068969,-78
38.069226,-78
38.069226,-78
38.069246,-78
38.069844,-77
38.070044,-77
38.071001,-78
38.071019,-86
38.071327,-78
38.071327,-78
38.071960,-86
38.071974,-77
38.072010,-77
38.072365,-77
38.072975,-86
38.073671,-77
38.073702,-78
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
38.073716,-86
