1.895150,-49
1.895498,-49
1.895873,-49
1.896178,-49
1.896284,-49
1.896412,-49
1.897018,-49
1.897302,-49
1.897767,-49
1.898053,-49
1.898226,-39
1.898298,-55
1.898410,-49
1.898549,-49
1.898575,-49
1.898678,-39
1.898713,-49
1.898739,-55
1.898752,-55
1.898792,-55
1.898794,-49
1.898809,-55
1.898873,-55
1.898885,-49
1.898904,-55
1.898914,-39
1.898914,-39
1.898915,-55
1.898923,-55
1.898945,-55
1.898948,-55
1.898948,-55
1.898948,-55
1.898953,-55
1.899011,-55
1.899014,-55
1.899051,-55
1.899217,-55
1.899234,-39
1.899237,-55
1.899297,-55
1.899305,-55
1.899305,-55
1.899305,-55
1.899305,-55
1.899305,-55
1.899305,-55
1.899305,-55
1.899305,-55
1.899305,-55
1.899311,-55
1.899317,-55
1.899320,-55
1.899324,-55
1.899349,-55
1.899356,-55
1.899427,-49
1.899428,-55
1.899445,-49
1.899465,-49
1.899469,-55
1.899471,-49
1.899635,-49
1.899666,-55
1.899725,-39
1.899827,-55
1.899845,-49
1.899851,-47
1.899892,-55
1.899900,-49
1.900077,-55
1.900085,-55
1.900409,-55
1.900409,-55
1.900485,-55
1.901192,-53
1.903630,-39
1.905079,-53
1.905244,-55
1.906322,-53
1.906916,-47
1.908754,-39
1.911472,-55
1.913591,-47
1.915979,-53
1.916113,-39
1.919648,-39
1.919735,-55
1.920817,-47
1.926624,-47
1.927442,-55
1.928998,-53
1.929998,-39
1.930036,-39
1.930127,-39
1.939163,-47
1.939595,-53
1.941359,-55
1.941588,-39
1.942003,-39
1.942491,-39
1.942925,-39
1.942925,-39
1.943034,-39
1.943359,-39
1.943438,-55
1.947465,-39
1.951585,-47
1.952388,-53
1.953871,-39
1.964552,-47
1.966446,-55
1.967161,-39
1.968658,-43
1.968904,-56
1.968904,-56
1.969179,-56
1.969240,-56
1.969344,-43
1.969353,-43
1.969717,-43
1.970138,-56
1.970654,-43
1.970732,-39
1.970734,-43
1.970983,-56
1.971423,-56
1.973180,-55
1.975035,-56
1.975244,-43
1.975366,-39
1.975507,-43
