0 2 12
1 6 21
2 9 15
3 10 8
4 13 20
5 18 15
6 21 20
7 23 12
8 25 5
9 28 14
10 29 20
11 30 1
12 34 15
13 39 19
14 41 13
15 44 18
16 46 8
17 50 17
18 51 10
