0 2 1
1 4 23
2 4 44
3 6 39
4 7 10
5 8 4
6 9 34
7 12 47
8 13 31
9 15 4
10 18 26
11 18 51
12 19 9
13 19 32
14 20 19
15 21 39
16 22 7
17 25 34
18 33 8
19 33 30
20 34 10
21 38 25
22 40 3
23 40 35
24 43 19
25 44 30
26 44 52
27 47 36
28 49 22
29 51 43
30 52 16
31 52 50
32 54 5
33 54 26
34 54 34
35 59 10
36 60 4
