0 2 1
1 3 34
2 5 7
3 6 14
4 7 39
5 8 35
6 11 10
7 12 47
8 13 31
9 13 40
10 16 3
11 17 23
12 18 36
13 18 44
14 19 30
15 20 5
16 20 26
17 21 19
18 24 34
19 27 8
20 29 42
21 30 23
22 31 3
23 33 10
24 34 29
25 38 22
26 39 37
27 41 29
28 42 5
29 42 30
30 42 40
31 43 10
32 44 54
33 45 47
34 48 12
35 49 30
36 50 23
37 51 2
38 51 16
39 51 44
40 52 12
41 52 37
42 53 50
43 54 22
44 54 31
45 60 9
