996130,-1454166,997080,-1454166,0
997080,-1454166,997080,-1453966,0
997080,-1453966,996130,-1453966,0
994180,-1460856,995280,-1460856,0
994180,-1460956,995230,-1460956,0
994080,-1459606,994080,-1460056,0
994080,-1460056,994230,-1460056,0
994230,-1460056,994230,-1459606,0
994080,-1460856,994230,-1460856,0
996480,-1458892,996480,-1458506,0
996780,-1458892,996780,-1458406,0
996780,-1467291,996780,-1467016,0
996780,-1467016,996480,-1467016,0
996480,-1467016,996480,-1467291,0
996480,-1466016,996480,-1466216,0
989780,-1468226,992280,-1468226,0
989680,-1468426,992380,-1468426,0
989780,-1466016,990480,-1466016,0
990480,-1466016,990480,-1465816,0
990480,-1465816,989680,-1465816,0
992380,-1465816,991580,-1465816,0
991580,-1465816,991580,-1466016,0
991580,-1466016,992280,-1466016,0
992480,-1468226,993130,-1468226,0
992380,-1468426,993130,-1468426,0
992480,-1466016,993180,-1466016,0
993180,-1466016,993180,-1465816,0
993180,-1465816,992380,-1465816,0
995080,-1465816,994280,-1465816,0
994280,-1465816,994280,-1466016,0
994280,-1466016,994980,-1466016,0
995180,-1468226,995930,-1468226,0
995080,-1468426,995930,-1468426,0
995080,-1465816,996480,-1465816,0
995180,-1466016,996480,-1466016,0
1009080,-1450106,1012080,-1450106,1
1009080,-1450156,1009080,-1450106,1
1012080,-1450106,1012080,-1450156,2
1008880,-1450106,1005880,-1450106,1
1008880,-1450156,1008880,-1450106,1
1005880,-1450106,1005880,-1450156,1
1003680,-1449766,1000680,-1449766,1
1003680,-1449816,1003680,-1449766,1
1000680,-1449766,1000680,-1449816,1
997480,-1449766,1000480,-1449766,1
997480,-1449816,997480,-1449766,1
1000480,-1449766,1000480,-1449816,1
992280,-1450106,995280,-1450106,1
992280,-1450156,992280,-1450106,1
995280,-1450106,995280,-1450156,1
992080,-1450106,989080,-1450106,1
992080,-1450156,992080,-1450106,1
989080,-1450106,989080,-1450156,1
986980,-1477066,986980,-1480066,1
987030,-1477066,986980,-1477066,2
986980,-1483266,986980,-1480266,1
986680,-1484266,983780,-1484266,1
986680,-1484216,986680,-1484266,1
983780,-1484266,983780,-1484216,1
980680,-1484266,983580,-1484266,1
980680,-1484216,980680,-1484266,1
983580,-1484266,983580,-1484216,1
975480,-1484266,978480,-1484266,1
975280,-1484266,972280,-1484266,1
967080,-1484266,970080,-1484266,1
966880,-1484266,963880,-1484266,1
963880,-1484266,963880,-1484316,2
962170,-1488816,962170,-1490316,1
962120,-1488816,962170,-1488816,1
962170,-1490316,962120,-1490316,1
962170,-1495656,962170,-1493356,1
962107,-1495656,962170,-1495656,1
962170,-1493356,962107,-1493356,1
962120,-1499866,962120,-1496866,1
962070,-1499866,962120,-1499866,1
962120,-1496866,962070,-1496866,1
1006780,-1493676,1008880,-1493676,1
1006780,-1493426,1008880,-1493426,1
1008880,-1493509,1006780,-1493509,1
1008880,-1493593,1006780,-1493593,1
986980,-1484166,986980,-1483266,0
986780,-1483266,986780,-1484066,0
986780,-1480166,986780,-1480266,0
986780,-1480266,986980,-1480266,0
986980,-1480266,986980,-1480166,0
986730,-1484016,986730,-1483266,0
986730,-1480266,986730,-1480166,0
986730,-1480266,986780,-1480266,0
1008980,-1450106,1009080,-1450106,0
1009080,-1450106,1009080,-1449906,0
1009080,-1449906,1008980,-1449906,0
1013280,-1449906,1012080,-1449906,0
1012080,-1449906,1012080,-1450106,0
1012080,-1450106,1013080,-1450106,0
1008980,-1449856,1009080,-1449856,0
1009080,-1449856,1009080,-1449906,0
1012080,-1449856,1013330,-1449856,0
1012080,-1449856,1012080,-1449906,0
1014380,-1454966,1014380,-1454866,0
1014380,-1454866,1014180,-1454866,0
1014180,-1454866,1014180,-1454966,0
1014180,-1451866,1014380,-1451866,0
1014380,-1451866,1014380,-1451666,0
1014430,-1454966,1014430,-1454866,0
1014430,-1454866,1014380,-1454866,0
1014430,-1451866,1014430,-1451616,0
1014430,-1451866,1014380,-1451866,0
1014430,-1454866,1014430,-1451866,1
1014180,-1454866,1014180,-1451866,1
1014263,-1451866,1014263,-1454866,1
1014346,-1451866,1014346,-1454866,1
1014380,-1458266,1014380,-1458066,0
1014380,-1458066,1014180,-1458066,0
1014180,-1454966,1014180,-1455066,0
1014180,-1455066,1014380,-1455066,0
1014380,-1455066,1014380,-1454966,0
1014430,-1458316,1014430,-1458066,0
1014430,-1458066,1014380,-1458066,0
1014430,-1455066,1014430,-1454966,0
1014430,-1455066,1014380,-1455066,0
1013280,-1449906,1013280,-1450266,0
1013080,-1450106,1013080,-1450266,0
1013330,-1449856,1013330,-1450266,0
1013280,-1451266,1013280,-1451666,0
1013080,-1451266,1013080,-1451866,0
1013330,-1451266,1013330,-1451616,0
1014180,-1451741,1013780,-1452434,2
1014380,-1451666,1014180,-1451666,0
1014180,-1451666,1014180,-1451866,0
1013080,-1451866,1013380,-1451866,0
1013380,-1451866,1013380,-1451666,0
1013380,-1451666,1013280,-1451666,0
1014430,-1451616,1014180,-1451616,0
1014180,-1451616,1014180,-1451666,0
1013380,-1451616,1013330,-1451616,0
1013380,-1451616,1013380,-1451666,0
1003880,-1449566,1003880,-1450666,0
1003680,-1449766,1003680,-1450866,0
1003930,-1449516,1003930,-1450616,0
1005680,-1450666,1005680,-1449906,0
1005880,-1450866,1005880,-1450106,0
1005630,-1450616,1005630,-1449856,0
1003880,-1450666,1004380,-1450666,0
1003680,-1450866,1004380,-1450866,0
1003930,-1450616,1004380,-1450616,0
1005180,-1450666,1005680,-1450666,0
1005180,-1450866,1005880,-1450866,0
1005180,-1450616,1005630,-1450616,0
1009080,-1449856,1011280,-1449856,1
1009080,-1450106,1011280,-1450106,1
1011280,-1450023,1009080,-1450023,1
1011280,-1449939,1009080,-1449939,1
1005880,-1450106,1008880,-1450106,1
1005880,-1449856,1008880,-1449856,1
1008880,-1449939,1005880,-1449939,1
1008880,-1450023,1005880,-1450023,1
1005880,-1450106,1005880,-1449906,0
1005880,-1449906,1005680,-1449906,0
1008980,-1449906,1008880,-1449906,0
1008880,-1449906,1008880,-1450106,0
1008880,-1450106,1008980,-1450106,0
1005630,-1449856,1005880,-1449856,0
1005880,-1449856,1005880,-1449906,0
1008880,-1449856,1008980,-1449856,0
1008880,-1449856,1008880,-1449906,0
1000680,-1449766,1003680,-1449766,1
1000680,-1449516,1003680,-1449516,1
1003680,-1449599,1000680,-1449599,1
1003680,-1449683,1000680,-1449683,1
997480,-1449766,997480,-1449566,0
997480,-1449566,997280,-1449566,0
1003880,-1449566,1003680,-1449566,0
1003680,-1449566,1003680,-1449766,0
1000480,-1449766,1000680,-1449766,0
1000680,-1449766,1000680,-1449566,0
1000680,-1449566,1000480,-1449566,0
1000480,-1449566,1000480,-1449766,0
997230,-1449516,997480,-1449516,0
997480,-1449516,997480,-1449566,0
1000480,-1449516,1000680,-1449516,0
1000480,-1449516,1000480,-1449566,0
1000680,-1449516,1000680,-1449566,0
1003680,-1449516,1003930,-1449516,0
1003680,-1449516,1003680,-1449566,0
997480,-1449766,1000480,-1449766,1
997480,-1449516,1000480,-1449516,1
1000480,-1449599,997480,-1449599,1
1000480,-1449683,997480,-1449683,1
997280,-1450666,997280,-1449566,0
997480,-1450866,997480,-1449766,0
997230,-1450616,997230,-1449516,0
995480,-1449906,995480,-1450666,0
995280,-1450106,995280,-1450866,0
995530,-1449856,995530,-1450616,0
996780,-1450666,997280,-1450666,0
996780,-1450866,997480,-1450866,0
996780,-1450616,997230,-1450616,0
995480,-1450666,995980,-1450666,0
995280,-1450866,995980,-1450866,0
995530,-1450616,995980,-1450616,0
995280,-1450106,992280,-1450106,1
995280,-1449856,992280,-1449856,1
992280,-1449939,995280,-1449939,1
992280,-1450023,995280,-1450023,1
992080,-1450106,989080,-1450106,1
992080,-1449856,989080,-1449856,1
989080,-1449939,992080,-1449939,1
989080,-1450023,992080,-1450023,1
995480,-1449906,995280,-1449906,0
995280,-1449906,995280,-1450106,0
988080,-1450106,989080,-1450106,0
989080,-1450106,989080,-1449906,0
989080,-1449906,987880,-1449906,0
992280,-1449906,992080,-1449906,0
992080,-1449906,992080,-1450106,0
992080,-1450106,992280,-1450106,0
992280,-1450106,992280,-1449906,0
995530,-1449856,995280,-1449856,0
