0 2 22
1 3 6
2 4 3
3 4 16
4 6 7
5 6 21
6 7 1
7 7 15
8 8 4
9 8 24
10 11 21
11 13 9
12 13 13
13 13 14
14 13 18
15 17 4
16 17 18
17 18 1
18 18 11
19 18 14
20 19 21
21 20 18
22 20 26
23 21 12
24 21 13
25 23 22
26 24 1
27 24 6
28 24 27
29 25 15
30 26 11
31 26 23
